"SEJARAH X / K. 13 KELOMPOK PEMINATAN ILMU PENGETAHUAN SOSIAL","Text","","978-602-434-177-0","erlangga","2017","","","","Indonesia","Jakarta","NONE","","","","<RATNA HAPSARI><M. ADIL>","","<MA1823S><MA1822S><MA1821S><MA1820S><MA1576S><MA1577S><MA1578S><MA1579S><MA1824S><MA1825S><MA1826S>"
"PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN KELAS X WAJIB / K13","Text","","9786024340087","erlangga","2017","","","","Indonesia","Jakarta","NONE","","","","<YUYUS KARDIMAN DKK>","","<MA6732S><MA6730S><MA6731S><MA6733S><MA6734S><MA6735S><MA6736S><MA6737S><MA6738S>"
"PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN KELAS X WAJIB / K13","Text","","978-602-434-008-1","erlangga","","","","","Indonesia","Jakarta","NONE","","","","<YUYUS KARDIMAN DKK>","","<MA1676S><MA1677S><MA1678S><MA1679S>"
"SENI BUDAYA KELOMPOK WAJIB X / K13","Text","","9786024341701","erlangga","2016","","","700/SUG/SBK","Indonesia","Jakarta","NONE","","","","<SUGIYANTO DKK>","","<MA6720S><MA6721S><MA6722S><MA6723S><MA6724S><MA6725S><MA6726S><MA6727S><MA6728S><MA6729S>"
"SENI BUDAYA KELOMPOK WAJIB XI / K13","Text","","978602434718","erlangga","2016","","","700/SUG/SBK","Indonesia","Jakarta","NONE","","","","<SUGIYANTO DKK>","","<MA6710S><MA6711S><MA6712S><MA6713S><MA6714S><MA6715S><MA6716S><MA6717S><MA6718S><MA6719S>"
"SENI BUDAYA KELOMPOK WAJIB XII/K13","Text","","9786024341725","erlangga","2016","","","700/SUG/SBK","Indonesia","Jakarta","NONE","","","","<SUGIYANTO DKK>","","<MA6700S><MA6701S><MA6702S><MA6703S><MA6704S><MA6705S><MA6706S><MA6707S><MA6708S><MA6709S>"
"SENI BUDAYA KELOMPOK WAJIB XII / K.13","Text","","978-602-434172-5","erlangga","2018","","","700/SUG/B","Indonesia","Jakarta","NONE","","","","<SUGIYANTO DKK>","","<MA6530S><MA6531S><MA6532S><MA6533S><MA6534S>"
"PENDIDIKAN JASMANI OAHRAGA DAN KESEHATAN /X / K.13","Text","","","erlangga","2016","","","700/MUH/B","Indonesia","Bandung","NONE","","","","<Muhajir>","","<MA6059S><MA6060S><MA6061S><MA6062S><MA6063S><MA6064S><MA6065S><MA6066S><MA6067S><MA6068S>"
"AWAS BAHAYA PENCULIKAN ( KENALI DAN HINDARI PERBUATAN JAHATNYA)","Text","KETIGA","","KHALIFAH MEDIATAMA","2023","","","","Indonesia","","NONE","","","","<IGREA SISWANTO, DKK>","","<MA6698S><MA6699S>"
"AWAS BAHAYA MAINAN BERBAHAYA (KENALI DAN HINDARI BAHAYA PENGGUNAANNYA)","Text","KETIGA","","KHALIFAH MEDIATAMA","2023","","","","Indonesia","","NONE","","","","<IGREA SISWANTO, DKK>","","<MA6696S><MA6697S>"
"AWAS BAHAYA TAWURAN (KENALI DAN HINDARI PERBUATAN JAHATNYA)","Text","KETIGA","","KHALIFAH MEDIATAMA","2023","","","","Indonesia","","NONE","","","","<IGREA SISWANTO, DKK>","","<MA6694S><MA6695S>"
"AWAS BAHAYA PENIPUAN (KENALI DAN HINDARINPERBUATANNYA)","Text","KETIGA","","KHALIFAH MEDIATAMA","2023","","","","Indonesia","","NONE","","","","<IGREA SISWANTO, DKK>","","<MA6692S><MA6693S>"
"AWAS BAHAYA INTERNET (KENALI DAN CEGAH PENYALAHGUNAANNYA)","Text","KETIGA","","KHALIFAH MEDIATAMA","2023","","","","Indonesia","","NONE","","","","<IGREA SISWANTO, DKK>","","<MA6690S><MA6691S>"
"AWAS BAHAYA TELEVISI (KENALI DAN CEGAH PENGARUHNYA)","Text","KETIGA","","KHALIFAH MEDIATAMA","2023","","","","Indonesia","","NONE","","","","<IGREA SISWANTO, DKK>","","<MA6688S><MA6689S>"
"AWAS BAHAYA KORUPSI (KENALI DAN TOLAK PENYALAHGUNAANNYA)","Text","KETIGA","","","","","","","Indonesia","","NONE","","","","<IGREA SISWANTO, DKK>","","<MA6686S><MA6687S>"
"AWAS BAHAYA PELECEHAN SEKSUAL (KENALI DAN HINDARI RAYUAN JERATNYA)","Text","KETIGA","","","","","","","Indonesia","","NONE","","","","<IGREA SISWANTO, DKK>","","<MA6684S><MA6685S>"
"AWAS BAHAYA PEDOFILIA (KENALI DAN HINDARI PERBUATAN JAHATNYA)","Text","KETIGA","978-602-6323-50-7","KHALIFAH MEDIATAMA","2023","","","","Indonesia","","NONE","","","","<IGREA SISWANTO, DKK>","","<MA6682S><MA6683S>"
"AWAS BAHAYA JAJANAN TIDAK SEHAT (KENALI DAN HINDARI EFEK NEGATIFNYA)","Text","KETIGA","978-602-6323-45-3","KHALIFAH MEDIATAMA","2023","","","","Indonesia","","NONE","","","","<IGREA SISWANTO, DKK>","","<MA6680S><MA6681S>"
"AWAS BAHAYA BULLYING (KENALI DAN TOLAK PERBUATANNYA)","Text","","","","","","","","Indonesia","","NONE","","","","<IGREA SISWANTO, DKK>","","<MA6678S><MA6679S>"
"AWAS BAHAYA NARKOBA, KENALI DAN MUSUHI PENYALAHGUNAANNYA","Text","","","","","","","","Indonesia","","NONE","","","","<IGREA SISWANTO, DKK>","","<MA6676S><MA6677S>"
"REMOT TV","Text","","","","","","","","Indonesia","","NONE","","","","","","<MA6662S><MA6663S><MA6664S><MA6665S><MA6666S><MA6667S><MA6668S><MA6669S><MA6670S><MA6671S><MA6672S><MA6673S><MA6674S><MA6675S>"
"HARI DIBANGKITKANNYA MAKHLUK","Text","","978-979-018-092-5","","2007","","","","Indonesia","SOLO","NONE","","","","<MAHIR AHMAD AS SYUFI>","","<MA3562S><MA3563S><MA3564S>"
"SEJARAH KEBUDAYAAN ISLAM XII","Text","","978-979-8446-91-7","","2015","","","","Indonesia","Jakarta","NONE","","","","","","<MA5146S><MA5147S><MA5148S><MA5149S><MA5150S><MA5151S><MA5152S><MA5153S><MA5154S><MA5155S><MA5156S><MA5157S><MA5158S><MA5159S><MA5160S><MA5161S><MA5162S><MA5163S><MA5164S><MA5165S><MA5166S><MA5167S><MA5168S><MA5169S><MA5170S><MA5171S><MA5172S><MA5173S><MA5174S><MA5175S><MA5176S><MA5177S><MA5178S><MA5179S><MA5180S><MA5181S><MA5182S><MA5183S><MA5184S><MA5185S><MA5186S><MA5187S><MA5188S><MA5189S><MA5190S><MA5191S><MA5192S><MA5193S><MA5194S><MA5195S><MA5196S><MA5197S><MA5198S><MA5199S><MA5200S><MA5201S><MA5202S><MA5203S><MA5204S><MA5205S><MA5206S><MA5207S><MA5208S><MA5209S><MA5210S><MA5211S><MA5212S><MA5213S><MA5214S><MA5215S><MA5216S><MA5217S><MA5218S><MA5219S><MA5220S><MA5221S><MA5222S><MA5223S><MA5224S><MA5225S><MA5226S><MA5227S><MA5228S><MA5229S><MA5230S><MA5231S><MA5232S><MA5233S><MA5234S><MA5235S><MA5236S><MA5237S><MA5238S><MA5239S><MA5240S>"
"BIOLOGI X","Text","","","","2012","","","500/PRA/B","Indonesia","Jakarta","NONE","","","","<SRI MARYATI><PRATIWI>","","<MA5502S><MA5503S><MA5504S><MA5505S><MA5506S><MA5507S><MA5508S><MA5509S><MA5510S><MA5511S><MA5512S><MA5513S><MA5514S><MA5515S><MA5516S><MA5517S><MA5518S><MA5519S><MA5520S><MA5521S>"
"KIMIA X","Text","","978-602-241-034-3","","2012","","","500/MIC/B","Indonesia","Jakarta","NONE","","","","<SUNARDI><MICHAEL PURBA>","","<MA5482S><MA5483S><MA5484S><MA5485S><MA5486S><MA5487S><MA5488S><MA5489S><MA5490S><MA5491S><MA5492S><MA5493S><MA5494S><MA5495S><MA5496S><MA5497S><MA5498S><MA5499S><MA5500S><MA5501S>"
"SOSIOLOGI X","Text","","978-979-099-661-8","ESIS/ERLANGGA","2012","","","300/KUN/B","Indonesia","Jakarta","NONE","","","","<KUN MARYATI><JUJU SURYAWATI>","","<MA5522S><MA5523S><MA5524S><MA5525S><MA5526S><MA5527S><MA5528S><MA5529S><MA5530S><MA5531S><MA5532S><MA5533S><MA5534S><MA5535S><MA5536S><MA5537S><MA5538S><MA5539S><MA5540S><MA5541S>"
"SEMANGAT MENGKAJI FIKIH","Text","","9786231801531","","","","","","Indonesia","Jakarta","NONE","","","","<NUR HADI S.Ag.M.Ag.><M. Rifai S.Sg M.Pd.I><Miftachul Ula, M.A>","","<MA0222S><MA0221S><MA0220S><MA0219S><MA0218S><MA0217S><MA0216S><MA0215S><MA0223S><MA0224S><MA0225S><MA0226S><MA0227S><MA0228S><MA0229S><MA0230S><MA0231S><MA0232S><MA0233S><MA0234S>"
"KAMUS LENGKAP 950 TRILIUN","Text","","","AFIFA MEDIA","","","","","Indonesia","","NONE","","","","","","<MA6661S>"
"BUKU IQRO'","Text","","","","1990","","","200/ASA/B","Indonesia","YOGYAKARTA","NONE","","","","<KH. AS'AD HUMAM>","","<MA6651S><MA6652S><MA6653S><MA6654S><MA6655S><MA6656S><MA6657S><MA6658S><MA6659S><MA6660S>"
"KAMUS LENGKAP 10 MILIAR","Text","","","","2000","","","000/HAL/H","Indonesia","SURABAYA","NONE","","","","<ANDREAS HALIM>","","<MA6650S>"
"KAMUS AL-HAKAM","Text","","","","","","","000/HAK/H","Indonesia","SOLO","NONE","","","","<Ust. IMAM AL HAKAM .W>","","<MA6649S>"
"KAMUS BAHASA ARAB","Text","","","","","","","000/IBR/H","Indonesia","SURABAYA","NONE","","","","<M. KASIR IBRAHIM>","","<MA6647S><MA6648S>"
"KAMUS BAHASA ARAB","Text","","","","","","","000/IBR/H","Indonesia","SURABAYA","NONE","","","","<M. KASIR IBRAHIM>","","<MA6646S>"
"KAMUS BAHASA ARAB","Text","","","","","","","000/FAH/H","Indonesia","SURABAYA","NONE","","","","<Ust. MIQDAD NIDLOM FAHMI>","","<MA6645S>"
"KAMUS LENGKAP 500 MILIAR","Text","","","","","","","000/HAL/H","Indonesia","SURABAYA","NONE","","","","<ANDREAS HALIM>","","<MA6644S>"
"KAMUS LENGKAP 5 MILIAR","Text","","","","","","","000/WAR/H","Indonesia","Jakarta","NONE","","","","<SAM .S. WARIBI>","","<MA6643S>"
"KAMUS LENGKAP 15 MILIAR","Text","","","","","","","000/WAR/H","Indonesia","Jakarta","NONE","","","","<SAM .S. WARIBI>","","<MA6642S>"
"KAMUS BAHASA ARAB","Text","","","","","","","000/FAH/H","Indonesia","SURABAYA","NONE","","","","<Ust. MIQDAD NIDLOM FAHMI>","","<MA6641S>"
"KAMUS BAHASA ARAB","Text","","","","","","","000/IBR/H","Indonesia","SURABAYA","NONE","","","","<M. KASIR IBRAHIM>","","<MA6639S><MA6640S>"
"KAMUS BAHASA INGGRIS","Text","","","","","","","000/ALF/H","Indonesia","SURABAYA","NONE","","","","<Drs. FIKRI ALFIAN>","","<MA6638S>"
"KAMUS LENGKAP 9 TRILIUN","Text","","","","","","","000/SET/H","Indonesia","SURAKARTA","NONE","","","","<Dra. EMILIA STYONING>","","<MA6637S>"
"KAMUS LENGKAP 999 TRILIUN","Text","","","","","","","000/WAH/H","Indonesia","Jakarta","NONE","","","","<MIFTAHUL WAHYUDI>","","<MA6636S>"
"KAMUS LENGKAP 5 MILIAR","Text","","","","","","","000/HAL/H","Indonesia","SURABAYA","NONE","","","","<ANDREAS HALIM>","","<MA6635S>"
"KAMUS BAHASA INDONESIA","Text","","","","","","","000/BOE/H","Indonesia","Jakarta","NONE","","","","<Drs. BOEDIONO>","","<MA6634S>"
"KAMUS BAHASA INGGRIS","Text","","","","","","","000/ALF/H","Indonesia","SURABAYA","NONE","","","","<Drs. FIKRI ALFIAN>","","<MA6633S>"
"KAMUS BAHASA INGGRIS","Text","","","","","","","000/IBR/H","Indonesia","SURABAYA","NONE","","","","<M. KASIR IBRAHIM>","","<MA6632S>"
"KAMUS ARAB","Text","","","","","","","000/IBR/H","Indonesia","SURABAYA","NONE","","","","<M. KASIR IBRAHIM>","","<MA6631S>"
"SEJARAH XI / 2B","Text","","","","","","","900/SUM/H","Indonesia","SOLO","NONE","","","","<RINI><M. SUMARYANTO>","","<MA6630S>"
"THE HOLY QUR'AN AL-FATIH","Text","","","","","","","200/FAT/H","Indonesia","Jakarta","NONE","","","","","","<MA6626S><MA6627S><MA6628S><MA6629S>"
"AL-QUR'AN TERJEMAHAN AL-IKHLAS","Text","","","","","","","200/MAD/H","Indonesia","Jakarta","NONE","","","","","","<MA6621S><MA6622S><MA6623S><MA6624S><MA6625S>"
"AL-QUR'AN","Text","","","","","","","200/-/H","Indonesia","Jakarta","NONE","","","","","","<MA6620S>"
"AL-QUR'AN + TAFSIR PERKATA","Text","","","JABAL","","","","200/JAB/H","Indonesia","Jakarta","NONE","","","","<JABAL>","","<MA6619S>"
"AL-QUR'AN + TERJEMAHAN","Text","","","","","","","200/AZH/H","Indonesia","Jakarta","NONE","","","","<MUSHAF A. AZHAR>","","<MA6618S>"
"AL-QUR'AN","Text","","","","","","","200/-/H","Indonesia","Jakarta","NONE","","","","","","<MA6617S>"
"KAMUS LENGKAP BAHASA INDONESIA","Text","","","Tiga Serangkai","","","","000/ABD/H","Indonesia","Jakarta","NONE","","","","<MK. ABDULLAH S.Pd>","","<MA6616S>"
"HIMPUNAN MATERI SENI RUPA","Text","","","Tiga Serangkai","","","","000/SUR/H","Indonesia","SOLO","NONE","","","","<FX.SURANA, DKK>","","<MA6615S>"
"TAJWID JARIYAH","Text","","","PONPES LIRBOYO","","","","2X1/BIR/H","Indonesia","KEDIRI","NONE","","","","<MAFTUH BASTUL BIRRI>","","<MA6614S>"
"KAMUS LENGKAP 980 TRILIUN","Text","","","","","","","000/HAR/B","Indonesia","SURABAYA","NONE","","","","<HARYONO>","","<MA6613S>"
"ILMU NAHWU","Text","","","MITRA GAYATRI","","","","000/SA'I/H","Indonesia","","NONE","","","","<M. RIDLWAN QOYYUM SA'ID>","","<MA6612S>"
"KAMUS LENGKAP BAHASA INDONESIA","Text","","","","","","","000/ANW/H","Indonesia","SURABAYA","NONE","","","","<DESY ANWAR>","","<MA6611S>"
"KAMUS ARAB","Text","","","APOLLO LESTARI","","","","000/IBR/H","Indonesia","SURABAYA","NONE","","","","<M. KASIR IBRAHIM>","","<MA6610S>"
"KAMUS ARAB","Text","","","APOLLO LESTARI","","","","000/ANW/H","Indonesia","SURABAYA","NONE","","","","<M. KASIRIBRAHIM>","","<MA6608S><MA6609S>"
"KAMUS LENGKAP 1 MILIAR","Text","","","AMELIA","","","","000/ANW/H","Indonesia","SURABAYA","NONE","","","","<DESY ANWAR>","","<MA6607S>"
"BAHAGIA MENCINTAI RASULULLAH","Text","","","TINTA SANTRI","2018","","","000/MAS/H","Indonesia","SURAKARTA","NONE","","","","<M. SAIFUDDIN MASYKURI>","","<MA6606S>"
"KAMUS BAHASA ARAB","Text","","","","","","","000/YUN/H","","SURABAYA","NONE","","","","<Prof.Dr. H. MAHMUD YUNUS>","",""
"EKONOMI XII  / K.13 / PEMINATAN ILMU PENGETAHUAN SOSIAL / REVISI","Text","","","ESIS","2018","","","300/ALA/B","Indonesia","Jakarta","NONE","","","","<ALAM . S>","","<MA6601S><MA6602S><MA6603S><MA6604S><MA6605S>"
"KIMIA XII / K.13 / PEMINATAN MATEMATIKA DAN ILMU-ILMU ALAM/REVISI","Text","","","erlangga","2018","","","500/SUD/B","Indonesia","SURAKARTA","NONE","","","","<UNGGUL SUDARMO>","","<MA6596S><MA6597S><MA6598S><MA6599S><MA6600S>"
"KIMIA XI / K.13 / PEMINATAN MATEMATIKA DAN ILMU-ILMU ALAM/REVISI","Text","","","erlangga","2017","","","500/SUD/B","Indonesia","SURAKARTA","NONE","","","","<UNGGUL SUDARMO>","","<MA6591S><MA6592S><MA6593S><MA6594S><MA6595S>"
"KIMIA X / K.13 / PEMINATAN MATEMATIKA DAN ILMU-ILMU ALAM/REVISI","Text","","","erlangga","2016","","","500/SUD/B","Indonesia","SURAKARTA","NONE","","","","<UNGGUL SUDARMO>","","<MA6586S><MA6587S><MA6588S><MA6589S><MA6590S>"
"BIOLIGI XII / K.13 / PEMINATAN MATEMATIKA DAN ILMU-ILMU ALAM/REVISI","Text","","","erlangga","2018","","","500/IRN/B","Indonesia","Jakarta","NONE","","","","<IRNANINGTYAS>","","<MA6581S><MA6582S><MA6583S><MA6584S><MA6585S>"
"MANDIRI SEJARAH SERI SOAL XII PROGRAM ILMU SOSIAL KTSP 2006","Text","","","erlangga","2009","","","700/AGU/B","Indonesia","SURAKARTA","NONE","","","","<LEO AGUNG><DWI ARI LISTIYANI>","","<MA6580S>"
"BIOLIGI XI / K.13 / PEMINATAN MATEMATIKA DAN ILMU-ILMU ALAM/REVISI","Text","","","erlangga","2017","","","500/IRN/B","Indonesia","Jakarta","NONE","","","","<IRNANINGTYAS>","","<MA6575S><MA6576S><MA6577S><MA6578S><MA6579S>"
"BIOLIGI X / K.13 / PEMINATAN MATEMATIKA DAN ILMU-ILMU ALAM/REVISI","Text","","","erlangga","2016","","","500/IRN/B","Indonesia","Jakarta","NONE","","","","<IRNANINGTYAS>","","<MA6570S><MA6571S><MA6572S><MA6573S><MA6574S>"
"SEJARAH INDONESIA XI / K.13 / KELOMPOK WAJIB /REVISI","Text","","","erlangga","2018","","","900/ADI/B","Indonesia","Jakarta","NONE","","","","<RATNA HAPSARI><M.ADIL>","","<MA6565S><MA6566S><MA6567S><MA6568S><MA6569S>"
"SEJARAH XII / K.13 / PEMINATAN ILMU PENGETAHUAN SOSIAL /REVISI","Text","","","erlangga","2018","","","900/ADI/B","Indonesia","Jakarta","NONE","","","","<RATNA HAPSARI><M.ADIL>","","<MA6560S><MA6561S><MA6562S><MA6563S><MA6564S>"
"FISIKA 3 / K.13 / PEMINATAN MATEMATIKA DAN ILMU-ILMU ALAM/REVISI","Text","","978-602-241-467-4","erlangga","2018","","","500/KAN/B","Indonesia","CIMAHI","NONE","","","","<MARTHEN KANGINAN>","","<MA6555S><MA6556S><MA6557S><MA6558S><MA6559S>"
